contract_award_unique_key,award_id_piid,parent_award_id_piid,federal_action_obligation,total_dollars_obligated,base_and_exercised_options_value,current_total_value_of_award,base_and_all_options_value,potential_total_value_of_award,primary_place_of_performance_city_name,primary_place_of_performance_state_code,type_of_contract_pricing,contract_bundling,naics_description,extent_competed,solicitation_procedures,type_of_set_aside,evaluated_preference,number_of_offers_received,commercial_item_acquisition_procedures,small_business_competitiveness_demonstration_program,performance_based_service_acquisition,multi_year_contract,woman_owned_business,women_owned_small_business,economically_disadvantaged_women_owned_small_business,minority_owned_business,subcontinent_asian_asian_indian_american_owned_business,asian_pacific_american_owned_business,black_american_owned_business,hispanic_american_owned_business,native_american_owned_business,other_minority_owned_business
CONT_AWD_68HERH21F0033_6800_68HERH20D0012_6800,68HERH21F0033,68HERH20D0012,78800,91500,78800,98500,78800,98500,PORT ARTHUR,TX,FIRM FIXED PRICE,NOT BUNDLED,TESTING LABORATORIES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,t,f,f,f,f,f
CONT_AWD_68HERC21F0193_6800_68HERC20D0020_6800,68HERC21F0193,68HERC20D0020,0,0,19985.76,19985.76,19985.76,19985.76,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0N18F0012_6800_GS35F0513M_4730,68HE0N18F0012,GS35F0513M,-18687,7274,-18687,7274,-18687,7274,SMYRNA,GA,FIRM FIXED PRICE,NOT BUNDLED,WIRED TELECOMMUNICATIONS CARRIERS,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0521F0053_6800_47QSWA18D008B_4732,68HE0521F0053,47QSWA18D008B,360500,360500,1158793.2,1158793.2,1158793.2,1158793.2,CHICAGO,IL,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH21F0045_6800_68HERH20D0011_6800,68HERH21F0045,68HERH20D0011,205000,9695033.45,205000,9913635.9,205000,9913635.9,MOUNTAINSIDE,NJ,FIRM FIXED PRICE,NOT BUNDLED,TESTING LABORATORIES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HERH19P0216_6800_-NONE-_-NONE-,68HERH19P0216,,-16850,67400,-16850,67400,-16850,84250,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,PROFESSIONAL AND MANAGEMENT DEVELOPMENT TRAINING,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,9,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0C18F0866_6800_GS07F120GA_4732,68HE0C18F0866,GS07F120GA,2084433.8,12461028.31,0,13319832,0,21980438.8,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,SECURITY GUARDS AND PATROL SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,8A COMPETED,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,,f,f,f,t,f,f,t,f,f,f
CONT_AWD_0004_6800_EPW17011_6800,0004,EPW17011,52547.59,341949.14,0,415494.14,0,415494.14,BELTSVILLE,MD,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_EPC16026_6800_-NONE-_-NONE-,EPC16026,,357810.65,3750937.53,0,3815699.84,0,3816953.28,CINCINNATI,OH,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,JANITORIAL SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HE0420F0050_6800_68HERH19D0020_6800,68HE0420F0050,68HERH19D0020,0,49590.33,0,49590.33,0,49590.33,RANDLETT,UT,TIME AND MATERIALS,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0421F0003_6800_68HERH19D0021_6800,68HE0421F0003,68HERH19D0021,0,50846.13,0,50846.13,0,50846.13,BENTON,LA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,3,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC19C0015_6800_-NONE-_-NONE-,68HERC19C0015,,334572.8,1335168,0,1335168,0,3445824,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,t,f,f,t,f,f,f
CONT_AWD_0007_6800_EPW17011_6800,0007,EPW17011,124951,6568159.32,0,8658038.79,0,8658038.79,BELTSVILLE,MD,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_IDV_EPS11701_6800,EPS11701,,0,8737.07,,,782954.36,3927349.45,,,ORDER DEPENDENT (IDV ALLOWS PRICING ARRANGEMENT TO BE DETERMINED SEPARATELY FOR EACH ORDER),NOT BUNDLED,REMEDIATION SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0D18F0930_6800_GS35F0431K_4730,68HE0D18F0930,GS35F0431K,300000,5437385.67,0,6007674.4,0,6007674.4,DURHAM,NC,TIME AND MATERIALS,NOT BUNDLED,CUSTOM COMPUTER PROGRAMMING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,26,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERD20F0221_6800_EPC17048_6800,68HERD20F0221,EPC17048,-10752,0,-10752,0,-10752,0,ANN ARBOR,MI,FIRM FIXED PRICE,NOT BUNDLED,CUSTOM COMPUTER PROGRAMMING SERVICES,COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0120F0053_6800_EPS11601_6800,68HE0120F0053,EPS11601,0,1751294.34,0,1751294.34,0,1751294.34,SHELTON,CT,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPG16S00106_6800_GS35F0343W_4730,EPG16S00106,GS35F0343W,0,5225665.55,0,6660390.55,0,6660390.55,FARMINGTON HILLS,MI,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,CUSTOM COMPUTER PROGRAMMING SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,20,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,t,f,t,f,f,f,f
CONT_AWD_0003_6800_EPW17011_6800,0003,EPW17011,37900,1929184.86,0,2504364.13,0,2504364.13,BELTSVILLE,MD,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HERC21F0173_6800_68HERC20D0029_6800,68HERC21F0173,68HERC20D0029,0,178111.31,0,215847,0,1083649,CINCINNATI,OH,TIME AND MATERIALS,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,t,t,f,f,f,f,f
CONT_AWD_EPD17022_6800_-NONE-_-NONE-,EPD17022,,-27687.2,88249.36,0,115936.56,0,545436.6,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,FOOD SERVICE CONTRACTORS,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,2,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_0033_6800_EPW17011_6800,0033,EPW17011,0,1278832.07,0,1648328.65,0,1648328.65,SEATTLE,WA,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HE0719C0002_6800_-NONE-_-NONE-,68HE0719C0002,,0,1924351.43,0,2528809.21,0,3453192.31,SEATTLE,WA,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_EPG17H01433_6800_GS35F0166V_4730,EPG17H01433,GS35F0166V,73093.88,4814018.35,921559.83,5797841.16,921559.83,5797841.16,WASHINGTON,DC,TIME AND MATERIALS,NOT BUNDLED,COMPUTER FACILITIES MANAGEMENT SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,10,COMMERCIAL ITEM,f,NOT APPLICABLE,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0010_6800_EPW17011_6800,0010,EPW17011,60000,541432.45,0,634192.93,0,634192.93,BELTSVILLE,MD,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HE0819C0001_6800_-NONE-_-NONE-,68HE0819C0001,,0,1681325.68,0,1681325.68,0,3821511.84,DENVER,CO,FIRM FIXED PRICE,NOT BUNDLED,GENERAL WAREHOUSING AND STORAGE,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,SUPPLIES OR SERVICES PURSUANT TO FAR 12.102(F),f,YES - SERVICE WHERE PBA IS USED.,YES,t,t,t,t,f,f,t,f,f,f
CONT_IDV_EPS71112_6800,EPS71112,,-657910.11,6164186.15,,,-657910.11,10081178.96,,,FIRM FIXED PRICE,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SEALED BID,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,NO PREFERENCE USED,9,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0188_6800_68HERC20D0029_6800,68HERC21F0188,68HERC20D0029,253106,253106,253106,253106,1347283.99,1347283.99,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,t,t,f,f,f,f,f
CONT_AWD_68HE0B20P0195_6800_-NONE-_-NONE-,68HE0B20P0195,,14137.5,28275,14137.5,28275,0,28275,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,OTHER ELECTRONIC AND PRECISION EQUIPMENT REPAIR AND MAINTENANCE,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20C0002_6800_-NONE-_-NONE-,68HERH20C0002,,166000,1427900,0,1964333.72,0,3999489.22,BETHESDA,MD,TIME AND MATERIALS,NOT BUNDLED,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,t,t,t,f,t,f,f,f,f
CONT_AWD_EP0017_6800_EPW07066_6800,EP0017,EPW07066,-41194.51,761369.37,0,906501.48,0,906501.48,CHANTILLY,VA,TIME AND MATERIALS,NOT A BUNDLED REQUIREMENT,REMEDIATION SERVICES,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERH20F0396_6800_68HE0118D0004_6800,68HERH20F0396,68HE0118D0004,18537.95,340041.05,18537.95,340041.05,18537.95,778770.13,HUNT VALLEY,MD,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,5,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0196_6800_68HERC20D0029_6800,68HERC21F0196,68HERC20D0029,126619,126619,246410,246410,246410,246410,CINCINNATI,OH,TIME AND MATERIALS,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,t,t,f,f,f,f,f
CONT_AWD_0051_6800_EPW17011_6800,0051,EPW17011,570000,2962501.53,0,3066216.77,0,3066216.77,CHICAGO,IL,LABOR HOURS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HE0B21P0254_6800_-NONE-_-NONE-,68HE0B21P0254,,95092.5,95092.5,95092.5,95092.5,95092.5,95092.5,DURHAM,NC,FIRM FIXED PRICE,NOT BUNDLED,OPTICAL INSTRUMENT AND LENS MANUFACTURING,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0H18C0017_6800_-NONE-_-NONE-,68HE0H18C0017,,300000,4213923.18,0,4393923.18,0,5499561.22,WASHINGTON,DC,FIRM FIXED PRICE,NOT BUNDLED,CUSTOM COMPUTER PROGRAMMING SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,t,f,t,f,f,f,f,f
CONT_AWD_68HE0220C0002_6800_-NONE-_-NONE-,68HE0220C0002,,330156.21,1022350.61,330156.21,1022350.61,15685.17,1385432.09,EDISON,NJ,FIRM FIXED PRICE,NOT BUNDLED,SECURITY GUARDS AND PATROL SERVICES,NOT COMPETED UNDER SAP,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,t,f,f,f
CONT_AWD_68HERC21C0026_6800_-NONE-_-NONE-,68HERC21C0026,,100000,100000,100000,100000,100000,100000,AFTON,VA,FIRM FIXED PRICE,NOT BUNDLED,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,187,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_EPD17045_6800_-NONE-_-NONE-,EPD17045,,0,2391515.58,0,2861866.42,0,2861866.42,LAS VEGAS,NV,FIRM FIXED PRICE,NOT BUNDLED,FACILITIES SUPPORT SERVICES,NOT AVAILABLE FOR COMPETITION,ONLY ONE SOURCE,8(A) SOLE SOURCE,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,t,t,t,f,f,f,f,t,f,f
CONT_AWD_68HE0421F0042_6800_68HE0318D0006_6800,68HE0421F0042,68HE0318D0006,243603.86,243603.86,257215.75,257215.75,933031.92,933031.92,ALPINE,AL,COST NO FEE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HE0220F0053_6800_68HE0220D0003_6800,68HE0220F0053,68HE0220D0003,88000,226000,88000,226000,88000,226000,LIMESTONE,NY,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0221F0016_6800_GS07F069DA_4732,68HE0221F0016,GS07F069DA,5950,455051,5950,455051,5950,455051,SUPERIOR,WI,FIRM FIXED PRICE,NOT BUNDLED,BOAT BUILDING,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,2,COMMERCIAL ITEM,f,NOT APPLICABLE,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0920F0060_6800_EPS91601_6800,68HE0920F0060,EPS91601,113370.34,502943.18,113370.34,502943.18,113370.34,502943.18,SAN FRANCISCO,CA,FIRM FIXED PRICE,NOT BUNDLED,ENVIRONMENTAL CONSULTING SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,NO,t,t,f,f,f,f,f,f,f,f
CONT_AWD_68HE0918F0363_6800_EPW17011_6800,68HE0918F0363,EPW17011,5294.74,1161533.47,5294.74,1277456.34,5294.74,1710040.75,SAN FRANCISCO,CA,TIME AND MATERIALS,NOT BUNDLED,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,t
CONT_AWD_68HE0321F0041_6800_68HE0318D0006_6800,68HE0321F0041,68HE0318D0006,0,244887.18,-50000,438266.34,-50000,438266.34,RESTON,VA,FIRM FIXED PRICE,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,1,COMMERCIAL ITEM PROCEDURES NOT USED,f,NO - SERVICE WHERE PBA IS NOT USED.,YES,f,f,f,t,f,t,f,f,f,f
CONT_AWD_68HERH21F0030_6800_68HERH20D0009_6800,68HERH21F0030,68HERH20D0009,100000,4235735.55,100000,4242735.55,100000,4242735.55,HATTIESBURG,MS,FIRM FIXED PRICE,NOT BUNDLED,TESTING LABORATORIES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HE0320F0043_6800_GS03F065BA_4732,68HE0320F0043,GS03F065BA,4000,11420.96,4000,11420.96,4000,11420.96,PHILADELPHIA,PA,FIRM FIXED PRICE,NOT BUNDLED,ALL OTHER SUPPORT SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,NO PREFERENCE USED,1,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,,f,f,f,f,f,f,f,f,f,f
CONT_AWD_68HERC21F0182_6800_68HERC20D0021_6800,68HERC21F0182,68HERC20D0021,249875,249875,524632.03,524632.03,524632.03,524632.03,DULUTH,MN,TIME AND MATERIALS,NOT BUNDLED,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM PROCEDURES NOT USED,f,YES - SERVICE WHERE PBA IS USED.,NO,f,f,f,t,f,f,f,f,t,f
CONT_AWD_68HE0620F0018_6800_EPS41604_6800,68HE0620F0018,EPS41604,0,18435.27,0,18435.27,0,18435.27,DALLAS,TX,TIME AND MATERIALS,NOT BUNDLED,REMEDIATION SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,f,f,f,f,f,f,f,f,f,f
CONT_AWD_0005_6800_EPC18008_6800,0005,EPC18008,0,230546.84,0,439183.17,0,556018.35,CINCINNATI,OH,FIRM FIXED PRICE,NOT BUNDLED,GRAPHIC DESIGN SERVICES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,NEGOTIATED PROPOSAL/QUOTE,,NO PREFERENCE USED,,COMMERCIAL ITEM,f,YES - SERVICE WHERE PBA IS USED.,YES,t,t,t,f,f,f,f,f,f,f
CONT_AWD_68HERH19F0085_6800_GS35F0637T_4730,68HERH19F0085,GS35F0637T,-20.88,1466935.27,0,1466956.15,0,1717905.75,BLACKSBURG,VA,TIME AND MATERIALS,NOT BUNDLED,OTHER COMPUTER RELATED SERVICES,FULL AND OPEN COMPETITION,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,NO PREFERENCE USED,4,COMMERCIAL ITEM,f,NO - SERVICE WHERE PBA IS NOT USED.,NO,f,f,f,f,f,f,f,f,f,f
